id	review_lemmas	food	interior	price	service	whole
86	"первый раз посещать с друг этот уютный ресторанчик месяц два назад впечатлять весь вкусный пиво ( особенно ячменный  :)  и суджук к он в вид закуска  :),  атмосфера ,  приветливый персонал миниатюрный девушка ( по-моему ,  администратор ресторан ) высокий профессионал свой дело :  ненавязчивый обслуживание ,  дружелюбный подход к посетитель ,  внимательный отношение к клиент такой приятный впечатление от уровень европейский сервис редко получать в город на нева хотя подобный заведение и полно в город ,  а посещать не один раз хотеться только достойный место ...  спасибо вы большой !!!"	positive	positive	absence	positive	positive
87	"первый посещение дача быть в рамка поиск ресторан для проведение свадебный банкет прямо с порог радушный отношение очень вежливый и приятный мужчина из гардероб улыбка ,  настроение улучшаться !.  вызывать мы администратор ,  приятный девушка ,  весь рассказывать ,  показывать ,  никакой вопрос не возникать  , даже заглядывать край глаз в малый зал  ( в этот время там начинаться банкет ) оставлять координата ,  в этот же вечер быть получать на почта меню девушка официантка все здороваться и улыбаться ,  интерьер потрясать решать вернуться пообедать опять радушный встреча в гардероб приятный комплимент в холодный погода ,  пока ждать заказ попить горячий чай ,  потрясающе девушка официантка  ( в чек быть написать луиза )  вежливый ,  обслуживание ненавязчивый ,  качественный кухня очень хороший мясо из свой коптильня потрясать ,  вкуснятина порция большой оставаться очень довольный сомнение по повод выбор ресторан на свадьба не возникать ,  надеяться ,  что в самый важный день наш жизнь мы тоже оставаться довольный ,  на этот неделя идти заказывать  :) все советовать сходить в этот замечательный место"	positive	positive	absence	positive	positive
88	"бывать рано в этот заведение и всегда замечать , что персонал тут несколько медлительный ,  но в принцип ,  особый претензия не быть ,  все быть дружелюбный до сегодняшний день ....  вот идти мы с мама после театр довольный и счастливый ,  и на свой беда решать отводить она в длинный хвост когда мы входить мы очень мило встречать и предлагать располагаться на первый этаж ,  не долго думать садиться почти у вход рядом со стойка бар ,  отмечать ,  что народ быть не слишком много ,  что я удивлять т к Сб весь таки ,  но думать наверху все сидеть ,  значит все быть достаточно быстро ... после то как мы садиться проходить 10 минута и мы перенести меню ,  что мама очень обрадоваться ,  очень быстро выбирать что быть есть и становиться ждать официант ,  при вход стоять девушка хостес ,  который очень мило разговаривать по телефон со свой подружка ,  весь официант пробегать мимо мы ,  на робкий слово ,  девушка / молодой человек можно вы мы отвечать откровенный игнор ,  через пол час ожидание мы просто вставать и уходить ,  настроение быть испортить ,  а так хотеться порадовать мама !!!!  оценка кухня и интерьер ставить из прошлый опыт ,  надеяться ничто не изменяться но обслуживание оставлять желать хороший итак 40 минута время потратить впустую ,  и никакой результат"	positive	positive	absence	negative	negative
89	"быть 1 февраль я второй раз ,  подруга  -  первый приезжать не поздно ,  час в семь народ быть очень мало порадовать ,  что угождать ресторанный вкус спутница на вход девушка спрашивать о наш предпочтение и проводить на второй этаж предварительно очень подробно рассказывать обо весь прелесть данный заведение предлагать выбирать столик мягкий диван с россыпь подушка довольно приятный негромкий музыка и легкий полумрак почему-то мы обслуживать два официант второй быть приятный и учтивый ,  и как оказываться на память знать составлять весь блюдо он же помогать спутница с выбор вино ,  а я с коктейльный напиток ,  а они тут на любой вкус и цвет ,  как говориться медальон из говядина с запекать картофель быть прекрасный в последний время совсем отходить от рыба и радоваться ,  когда подавать хорошо приготавливать мясо заказ приносить достаточно быстро в зал постоянно находиться на обслуживание человек два ,  так что на зов являться в течение минута проводить в ресторан час два с лишний проводить с улыбка и предложение приходить еще ,  но этот  –  дежурный в целое отличный впечатление от данный заведение надеяться ,  что выбираться к вы еще компания много"	positive	positive	absence	positive	positive
90	"приятный заведение действительно много место ,  как в сам зал ,  так и в холл и гардероб зайти час в три в будний день  –  народ почти никто не быть вокруг все тихо и спокойно администратор проводить к столик ,  тут же подходить официант предлагать меню заказывать грибной суп и овощ с рыба ,  напоследок  -  кофе по вкус все понравиться ,  порция хороший  –  наедаться ,  ну и можно отмечать оформление блюдо цена средний надо быть еще как-нибудь в вечерний время на перфоманс попадать  –  не зря же здесь довольно таки большой сцена иметься"	positive	positive	neutral	positive	positive
91	"приходить небольшой компания отмечать день рождение заказывать столик за день ,  как оказываться не зря ,  народ под вечер быть очень много у вход встречать ,  предлагать выбирать стол ,  усаживаться пиво хугарден  -  супер ,  в фирменный бокал есть салат ,  стейк ,  пить водка ,  пиво ,  коктейль  -  все на высокий уровень не понравиться только соленый гриб ну этот наверное дело вкус  -  я показываться слишком соленый селедка и мясной нарезка тоже на высота официант работать отлично  -  приносить все быстро ,  периодический подходить узнавать весь ли нормально в общий заведение понравиться весь компания"	both	both	absence	positive	positive
92	"быть в ресторан пара неделя назад с девушка обстановка приличный , я лично такой по вкус , но телевизор 90 - х год стоять в зал удивлять я , и картина дополнять неработающий фонтан в центр зал а фоновый музыка быть радио заказ принимать быстро ... и все , на это сервис заканчиваться приходиться ждать чай много 20 минута ,  приносить салат что готовить плохо сказать не мочь , съедобный рис также ждать вместе с чай много 20 мина , но я то думать , китайский ресторан , как на восток оформлять блюдо мы все хорошо знать , всегда все украшать и выглядеть очень аппетитно , так вот , мы рис приносить на тарелка в такой вид , что я даже быть не становиться он как будто с пол подымать рис быть , огромный комок в общий после это оплачивать счет и уходить ...  работать , то один , то другой официантка , и каждый думать что мы уже обслуживать и приносить заказ я бы понимать это если бы быть аншлаг , так вместе с мы во все ресторан 3 - 5 столик быть занимать"	negative	both	absence	both	both
93	"добрый время вы !!!  если вы хотеть съедать большой ролл который даже не смочь помещаться в рот ,  то вы сюда здесь чудесный ролл ,  а так же быть и большой выбор другой блюдо европейский кухня такой ролл как в этот кафе я не встречать много ни где ,  ездить сюда специально из другой конец город ,  но это оправдывать ,  в целое заведение не плохой примерно год назад без заказ столик место быть не находить и это даже по будний день ,  сейчас место практически всегда быть ,  а лето еще и помогать веранда по цена мочь сказать так если поесть и ролл и еще какой-нибудь блюдо , десерт ,  холодный напиток то получаться 1450 - 1750р с человек ,  но столько еда не каждый мочь съедать поэтому оринтироваться на большой аппетит ,  а так мочь и 750 р хватить вполне посещать это место уже в течение два год качество еда и обслуживание не меняться а постоянство признак професссионализм"	positive	positive	neutral	positive	positive
94	"отличный паб !!!!!!  я решать устраивать муж сюрприз ,  и он удаваться отличный интерьер очень вкусный пиво и большой его выбор ,  кухня тоже отличный ,  весь заказывать блюдо ,  быть очень вкусный ,  а основной ,  почему я выбирать этот паб ,  потому что в тот день играть живой музыка ,  и мы быть приятно удивлять ,  отличный получаться концертик отличный атмосфера заведение ,  обязательно быть посещать он еще !!!"	positive	positive	absence	absence	positive
95	"здравствовать ,  я отмечать свой день рождение в этот ресторан у мы быть заказывать банкет на 6 человек мы заранее забронировать стол в назначать мы время приходить в ресторан где мы встречать администратор ,  очень милый девушка ,  проводить к столик ,  где уже быть все подготовить к банкет мы замечательно проводить время вкусный еда ,  любезный обслуживание ,  приятный музыка ,  праздничный обстановка спасибо большой ,  советовать все побывать здесь"	positive	positive	absence	positive	positive
96	"быть с муж в выходной очень много народ ,  но столик проблема не быть  -  заказывать заранее а вот заказ приносить достаточно долго  -  но на улица с пиво никуда не спешить  :)  гриль мы понравиться ,  пиво тоже маленький выбор вино ,  нет классичсеский сорт пиво это минус но в общий ,  впечатление хороший от сервис ,  от кухня и от атмосфера вокруг человек улыбчивый ,  все весело ,  музыка приятный мы еще вернуться"	both	both	absence	both	both
97	"все добрый день зайти посмотреть телефон заведение ,  чтобы заказывать столик ,  но решать написать и отзыв  )))  ходить сюда часто ,  и с друг ,  и с семья здесь даже отмечать мой друг день рождение ,  быть весело и вкусно последний раз посещать ресторан в суббота 26 число приходить с друг и с жена час в 5 вечер ,  народ быть на удивление немного мы ,  мужчина ,  пить пиво ,  наш женщина пить красный вино ,  довольно неплохой есть ролл  ( традиционный филадельфия и острый запекать ),  друг брать суп ,  сказать ,  что вкусный на горячий я брать перечный стейк  ( любить он очень ) не всегда угадывать с прожарка ,  но в этот раз быть идеальный посидеть недолго ,  т к торопиться в кино надеяться ,  в этот выходной посидеть долго и дождаться живой музыка в целое очень достойный место ,  особенно за такой деньги"	positive	positive	positive	absence	positive
98	"сегодня случайно попадать в этот ресторан в общий производить вполне приличный впечатление ,  но ... обслуживание отвратный минута 10 мы ждать ,  что к мы кто-то подходить и приносить меню потом еще минута 15 пытаться заказывать ,  все быть не до мы при заказ спрашивать ,  как долго быть готовиться тот или иной блюдо ,  и в конечный счет ,  т к время быть мало ,  заказывать цезарь и морс я ,  и паста ,  блин и морс муж через 30 минута я приносить салат ,  еще минута через 10  -  блин когда же я спрашивать про морс и хлеб  -  проходить еще минута 10 ,  получать только морс время поджимать быть уже не до паста ,  я попросить счет ,  который приносить незамедлительно мы еще подождать минута 10 ,  когда же приносить паста ,  но видимо не судьба быть ее поесть заплатить за весь  ( и паста тоже )  и уходить из то ,  что мы успевать попробовать ,  весь быть вкусно ,  так что по кухня претензия нет ,  но вот сервис  -  это что-то идти в этот ресторан только тогда ,  когда у вы быть в запас 3 - 4 час ,  иначе никуда не успевать у мы быть всего 1.5 час ,  но вот все ,  что заказывать ,  поесть не удаваться к сожаление"	positive	absence	neutral	negative	both
99	"я быть здесь с подруга пока один раз приходить вечер ,  чтобы послушать живой музыка ,  отдыхать и пообщаться заказывать столик заранее оставаться все довольный на первый этаж кафешка ,  а на второй этаж 3 зал на счет еда не мочь сказать точно … за один раз оценивать все невозможный ,  но то ,  что заказывать ,  соответствовать свой вкусовой качество и мой вкус ( заказывать ролл филадельфия ,  греческий салат и пиво ) меню разнообразный ,  цена адекватный понравиться интерьер столик быть на любой вкус и с диван и у окно и напротив сцена очень хороший музыка ,  в тот вечер выступать Egeiro Project  ( отдельный они спасибо ) P S уютный место для вечерний отдых обязательно прийти еще"	positive	positive	positive	absence	positive
100	"вывод написать сразу :  дружелюбный ,  вкусно и приятно в суббота вечер свободный место быть достаточно ,  чтобы выбирать понравиться быть и удобный диванчик и круглый стол для большой компания официант - бармен  -  изюминка этот заведение ))  заказ принимать быстро ,  приносить тоже лимонад ,  потом салат ,  потом стейк ,  потом кофе все своевременно ,  сидеть над пустой тарелка не приходиться еда вкусный ,  замечание нет стейк быть именно стейк ,  а не кусок жарить мясо хороший прибор ,  новый посуда ,  позитивный интерьер там хотеться посидеть долго чек быть на 860 руб имхо это даже дешевый кофе быть в подарок давненько я не покидать заведение такой довольный за десерт я туда точно вернуться ,  приходить и вы ,  настоятельно рекомендовать"	positive	positive	positive	positive	positive
101	"примерно месяц назад посещать этот заведение ,  т к многие рекомендовать он ,  как замечательный место да ,  действительно ,  место очень хороший ,  приятный как и большинство знакомый ,  посещать данный место ,  понравиться интерьер ,  очень располагать к дружеский ,  теплый общение персонал приветливый ,  отзывчивый еда на уровень и что порадовать -- порция большой ))  если говорить о минус этот ресторан ,  очень людно и если хотеть туда попадать вечер ,  то обязательно заказывать стол заранее"	positive	both	absence	positive	both
102	"весь хороший день 9 август у мы с муж быть 10ти летний юбилей свадьба проходить все настолько супер , что даже и представлять не мочь , что так получаться обстановка очень уютный есть возможность выбирать цвет интерьер у мы быть розовый свадьба и мы оформлять зал в бело-розовый тон очень красиво !!!  быть 40 чело и все оставаться в восторг от вкусный еда не навязчивый обслуживание официант , все успевать , своевременно убирать со стол и приносить новый блюдо и напиток достаточно важный :  для такой жара , как сейчас стоять у мы в город замечательный система кондиционирование в зал быть очень комфортно после окончание банкет , официант и администратор старательный упаковывать все в свой ланч - бокс мы очень понравиться этот банкетый зал если хотеть хорошо отмечать свой праздник ,  то вы сюда !=)))  спасибо огромный !!!!!!!!!!"	positive	positive	absence	positive	positive
103	"недавно посещать данный ресторан , я согласный со многие , что основной зал тесноватый , но понравиться , что быть детский комната , гда с ребенок сидеть няня пока мы ужинать , плюс то что для ребенок быть бесплатный детский меню да музыка играть громко , но при это понравиться , что это национальный и живой музыка обслуживать очень приятный молодой человек , постоянно улыбаться и посоветовать мы хороший блюдо кухня действительно похожий на греческий ( в греция бывать почти каждый лето ) вкусный шашлык и прекрасный выбор салат ,  довольно большой выбор алкоголь плюс цена довольный не высокий для центр город так что думать еще не раз семья сходить"	positive	both	positive	positive	positive
104	"впечатление заведение оставлять не самый хороший !! а жаль ..... новый место в центр город !! во-первых гость никто не встречать и не провожать к стол , не говорить уже о то , что зал для курящий или не курящий предлагать вообще не быть !! подруга заказывать бизнес - ланч , а меню я так и не увидеть , так как он просто не приносить !!! заказ быть принимать ужасно , вслед уходящий официант мы договаривать свой заказ !!! я заказывать чай , но даже его приносить без жасмин !! ))) хлеб не быть предлагать , в принцип вообще ничто предлагать не быть !!! с такой обслуживание у заведение вряд ли появляться постоянный гость !! далеко .. плохо ... счет мы вынести , когда мы еще кушать , и даже не просить он , видно в этот заведение не любить  , когда гость задерживаться , складываться впечатление , что мы определенно пора !!!=)))  интерьер милый , быть диванчик , правда не очень мягкий !!"	absence	both	absence	negative	negative
105	"выбирать это место для начало празднование с коллектив из 13 человек годовщина выпуск мочь с уверенность сказать ,  что кухня в этот заведение один из хороший среди тот ,  который мы посещать  ( а такой довольно много ) заказывать много блюдо ,  в частность я попробовать паста ,  название который я не удаваться запоминать к сожаление ,  зато великолепный вкус запоминаться надолго порция большой ,  так что набирать сразу много не стоить от весь блюдо коллега быть в восторг только бифштекс не порадовать ,  он не быть похожий на все знакомый мы бифштекс но ,  думать ,  это дело привычка все единодушно сходиться на то ,  что в этот заведение самый хороший домашний мороженое так что любитель десерт советовать он попробовать вы точно оставаться довольный официантка очень приветливый приносить и уносить все моментально ,  хотя они не видно в поле зрение блюдо подаваться после заказ очень быстро ,  мы приносить уже через 5 - 7 минута так что для обеденный перерыв тоже очень хороший место интерьер тоже уютный ,  быть выбор столик на различный количество персона насколько я понимать ,  заведение уже очень популярно ,  так что заранее стоить бронировать стол это к то же бесплатно"	both	positive	absence	positive	positive
106	"я редко писать отрицательный отзыв ,  но в данный случай просто считать это дело принцип зайти с друг в воскременье вечер скажем так ,  такой отвратительный впечатление от посещение ресторан / паб у я давное не быть встречать и обслуживать мы откровенно хамоватый официантка половина блюдо из меню в наличие не быть на вопрос почему так официантка отвечать с вызов ,  что вчера весь быть ,  а сегодня заканчиваться я заказывать сырный палочка ждать мы они ,  ждать ,  приходить офицантка и сообщать что она они уронить на пол ,  и что это быть последний палочка и вообщий палочка не быть я хотеться вставать и уходить ,  но так как это единственный место ,  где можно выпивать пиво в окрестность ,  приходиться оставаться мой друг заказывать цезарь с креветка  ( курица не оказываться ),  который оказываться и на вид и на вкус совершенно отвратительный потом официантка не слишком вежливо поинтересоваться знать ли мы что они работать в воскресение до 11ти на что мы отвечать тепреь знать вообщий такой дело ходить туда не советовать ,  мочь конечно в более людный день они адекватный персонал ставить и блюдо все в наличие ,  но что-то я подсказывать что врятли"	negative	absence	absence	negative	negative
107	"очень долго выбирать ресторан на новогодний карпоратив и наш выбор останавливаться в этот год на кафе кон - коронеля на шкапин 10 и как оказываться в дальнейший это быть правильный выбор от проводить время в этот место оставаться только положительный воспоминание очень понравиться шоу программа и ведущий ,  который с самый начало и до самый конец вечер создавать доброжелательный и непренуждать атмосфера ))  в план кухня и обслуживание нет ни один нарекание ,  официант весь дружелюбный и свой дело знать хорошо по повод наш банкетный меню хотеть сказать отдельный спасибо администратор ирина мы очень долго обсуждать с она что и как быть находиться на наш стол в тот вечер и она полностью оправдывать наш ожидание огромный спасибо ресторан и весь персонал за превосходный вечер в следующий год вопрос выбор место для новогодний корпоратив уже не стоить  -  только кон - коронеля"	positive	positive	absence	positive	positive
108	"недавно отмечать в сан день рождение безумно понравиться гость в восторг прекрасный интерьер ,  хороший обслуживание ,  быстро ,  ненавязчивый кухня понравиться быть и восточный блюдо ,  и европейский ,  и японский так как в наш компания у все разный вкус это очень порадовать ,  каждый находить для себя подходящий блюдо большой порция ,  весь очень вкусно очень понравиться кальян так же большой выбор коктейль ,  некоторые очень неплохой особенно понравиться оргазм и клубничный маргарита в целое все оставаться довольный ,  все советовать"	positive	positive	absence	positive	positive
109	"быть уже не один раз ,  нравиться приятный и очень уютный место быстрый и вежливый обслуживание вкусный и свежий пиво ,  особенно понравиться местный , свежесваривать по кухня ... пробовать уже многое  -  без претензия ,  но и на хвалебный ода не тянуть .... отмечать БКС ( большой кусок свинина ) -  это рекомендовать ловить себя на мысль ,  что это место , куда хотеться вернуться ,  а именно из-за уют ( особенно второй этаж нравиться )  и из-за свежий и легкий пиво отзыв .... часть второй ))))  главное в пивной ресторан  -  это пиво а оно у вы на 5+ и еще огромный плюс ,  что у вы быть наш любимый хлебный греночка с сыр ,  да и еще сушка с перчик .... за они отдельный спасибо )))  совершенно не хотеть обижать юрий семенов отсутствие хвалебный ода .... вкус ведь у все разный и на все не угождать мы у вы еще десертик понравиться  -  карпаччо из ананас и манго в имбирный соус  -  необычненько ))  и хотеться написать о ваш внимательный отношение к посетитель .... заказывать в один из посещение сырный шарик ,  через некоторый время официантка извиняться попросить заказывать другой закуска за счет заведение  , т к с сырный шарик на кухня происходить какой-то проблема то , что замена за счет заведение  -  это мы приятно удивлять"	positive	positive	absence	positive	positive
110	"праздновать в этот ресторан свой др ,  праздник быть семейный ,  поэтому хотеться посидеть в уютный место с хороший кухня быть заказывать столик (  за 4 день )  на 2 этаж ,  по приход мы сообщать что через 3 час прийти уже новый гость у который тоже забронировать это стол это как-то омрачать первый впечатление о этот заведение в я быть все ,  практически весь кухня мир начинать с салат :  ужасно салат цезарь и придумывать нельзя ,  соус невкусный ,  курица сухой пробовать еще салат с авокадо ,  тот хорошо ,  но тоже так себе из горячий есть манта ,  наверное они быть покупной ,  либо они там вообще не уметь готовить единственный что понравиться гость это десерт пирожное очень вкусный ,  особенно торт из шоколад уходить из это ресторан голодный и недовольный за 5 оставлять 10 тысяча (  еда+ каждый заказывать по 1 - 2 алкогольный коктейль )"	both	absence	neutral	negative	negative
111	"ходить с молодой человек в пятница ,  25 ноябрь кухня отличный ,  интерьер вообще высоко всякий похвала ,  место довольно много я заказывать салат цезарь ,  ролл радуга и чизкейк салат вкусный ,  единственный ,  не понравиться соус ,  какой-то он странный быть ролл радуга  -  хорошо бы не брать ,  ролл огромный ,  в рот не влезать на вкус нормальный чизкейк вкусный ,  но слишком уж много этот клубничный пюре на тарелка молодой человек брать рис с курица  ( очень очень вкусный ,  и цена весь 200 руб ),  мисо суп  ( не очень ,  один вода ,  безвкусный )  и тирамис ,  который он очень понравиться единственный ,  долго ждать ,  пока мы приносить меню ,  что очень странно  ( обычно меню нести быстро ) потом обслуживать быстро официант не очень улыбчивый ,  но вежливый в общий и целый мы понравиться ,  прийти еще"	both	positive	positive	both	positive
112	"на день рождение мой девушка ,  мы решать сходить в ресторан я выбирать мидзука основываться на отзыв с этот сайт ,  и не ошибаться  -  очень уютный место ,  вкусный еда  ( заказывать ролл и рис с курица ),  музыка ненавязчивый и тихий сервис  -  хороший , -  официантка ,  замечать что на они смотреть , -  не делать вид ,  что не замечать ,  а подходить :)  ждать заказ приходиться не больше ,  чем ожидать от ресторан  -  тарелка появляться ровно в тот момент ,  когда я в первый раз приходить в голова ,  что пора бы уже все-таки приносить ))  в общий ,  вечер проводить замечательно ,  теперь быть водить туда друг"	positive	positive	absence	positive	positive
113	"после прогулка решать с подруга зайти - перекусить ,  в этот ресторан быть последний раз давно - год 4 назад ,  помнить ,  что самый вкусный пицца на тонкий тесто есть я именно в Da Albertone ,  но с тот пора не получаться навещать этот итальянский место ,  очень рад ,  что они до сей пора существовать ,  да и развиваться в общий и в целое впечатление складываться довольно приятный при вход мы сразу же встречать официант и гардеробщик ,  вежливо раздевать - проводить зал выбирать ,  тот что в японский стиль заказывать паста карбонар и ролл филадельфияя а на десерт решать взять конечно же тирамис карбонар прекрасный ,  ароматный ,  дымиться  -  этот паста пока хороший из тот ,  что я пробовать !!!  филадельфия я удаваться только попробовать ,  сделать на отлично ,  хороший кусок лосось - филадельфия - чуток рис ,  смело взять в следующий раз десерт тирамис просто таять во рот )))  классический нежный кубик атмосфера порадовать  -  теплый ,  уютный и спокойный место фоновый музыка разговор не мешать единственный минус - в дамский комната ощущение такой ,  что в она не очень часто убираться урна полностью забивать"	positive	both	absence	positive	positive
114	"сегодня с подруга посещать данный заведение очень все понравиться , обслуживание порадовать еще при вход , доброжелательный и улыбчивый администратор екатерина встречать мы и посадить за очень хороший столик , откуда открываться отличный вид обслуживать мы очень приятный девушка - официант заказывать фондю , обслуживать мы очень оперативно и что порадовать это не сказываться на качество блюдо официант и весь обслуживающий персонал , отлично знать свой дело молодец теперь чердак художник быть часто посещать место в наш город спасибо вы большой за хороший настроение на весь день !!!!"	positive	positive	absence	positive	positive
115	"в пятница 8 число с друг проходить мимо ресторан у видеть большой вывеска и решать зайти посмотреть открытие олимпиада быть приятно удивлять простата интерьер ,  качество кухня ( спасибо огромный шеф повар ), огромный выбор закуска к пиво особенно понравиться перчик халапен  ( кажется так называться это бесподобный блюдо ), умеренный цена ,  большой порция немного ресторан в город ,  где можно так вкусно итак не дорого покушать !!!!  приятно удивлять обслуживающий персонал девушка ,  который мы обслуживать ,  с редкий имя антонина ,  хорошо разбираться в предсталенный ресторан еда и умело порекомендовать мы разный закуска а какой пиво !!!  они около 10 сорт на любой вкус бармен становиться мы просто другой на любой вопрос о пиво он умело подбирать каждый из мы пиво по вкус все быть замечательно в этот пивной бар !!!!  весь гроссенштрасса !!!!!!!!!!!!!!!!!"	positive	positive	positive	positive	positive
