class	query	query_parsed	infinitive
1	подполье покаяние	S,сред,неод=(пр,ед|вин,ед|им,ед) S,сред,неод=(вин,ед|им,ед) 	0
1	фатализм википедия	S,муж,неод=(вин,ед|им,ед) S,жен,неод=им,ед 	0
1	ютуб	S,муж,неод=(вин,ед|им,ед) 	0
1	олд смилем 2	S,муж,неод=(вин,ед|им,ед) S,муж,неод=твор,ед 	0
1	ниуэ	S,муж,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	буквица лекарственная	S,жен,неод=им,ед A=им,ед,полн,жен 	0
1	платоническая любовь это	A=им,ед,полн,жен S,жен,неод=(вин,ед|им,ед) PART= 	0
1	меркушк	S,имя,муж,од=им,ед 	0
1	фабомотизол что это	S,муж,неод=(вин,ед|им,ед) CONJ= SPRO,ед,сред,неод=(вин|им) 	0
1	снейк	S,муж,неод=(вин,ед|им,ед) 	0
1	api это	PART= 	0
1	джерард батлер	S,имя,муж,од=им,ед S,фам,муж,од=им,ед 	0
1	tv		0
1	армия колчака	S,жен,неод=им,ед S,муж,неод=род,ед 	0
1	тур де франс 2015	S,муж,неод=(вин,ед|им,ед) PART= S,имя,муж,од=им,ед 	0
1	махмет айырбаев фото	S,имя,муж,од=им,ед S,фам,муж,од=им,ед S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	первый закон фотоэффекта	ANUM=(вин,ед,муж,неод|им,ед,муж) S,муж,неод=(вин,ед|им,ед) S,муж,неод=род,ед 	0
1	адреналин	S,муж,неод=(вин,ед|им,ед) 	0
1	beauty		0
1	острая почечная недостаточность	A=им,ед,полн,жен A=им,ед,полн,жен S,жен,неод=(вин,ед|им,ед) 	0
1	иннополис казань вакансии	S,муж,неод=(вин,ед|им,ед) S,гео,жен,неод=(вин,ед|им,ед) S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) 	0
1	википиедия	S,муж,неод=род,ед 	0
1	наталья громушкина	S,имя,жен,од=им,ед S,фам,муж,од=(вин,ед|род,ед) 	0
1	нострадамус предсказания	S,муж,неод=(вин,ед|им,ед) S,сред,неод=(вин,мн|род,ед|им,мн) 	0
1	омар си	S,муж,од=им,ед S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	лекарственные растения	A=(вин,мн,полн,неод|им,мн,полн) S,сред,неод=(вин,мн|род,ед|им,мн) 	0
1	что такое дополнение и как оно подчеркивается	CONJ= APRO=(вин,ед,сред|им,ед,сред) S,сред,неод=(вин,ед|им,ед) CONJ= ADVPRO= SPRO,ед,3-л,сред=им V,несов,нп=непрош,ед,изъяв,3-л 	0
1	дмитрий песков	S,имя,муж,од=им,ед S,муж,неод=род,мн 	0
1	иван грозный	S,имя,муж,од=им,ед A=(вин,ед,полн,муж,неод|им,ед,полн,муж) 	0
1	заболевание трахеит	S,сред,неод=(вин,ед|им,ед) S,муж,неод=(вин,ед|им,ед) 	0
1	делопроизводство	S,сред,неод=(вин,ед|им,ед) 	0
1	фельдшер	S,муж,од=им,ед 	0
1	филин википедия	S,муж,од=им,ед S,жен,неод=им,ед 	0
1	александр пашков википедия	S,имя,муж,од=им,ед S,фам,муж,од=им,ед S,жен,неод=им,ед 	0
1	заявка	S,жен,неод=им,ед 	0
1	подагра	S,жен,неод=им,ед 	0
1	ганодерма	S,жен,неод=им,ед 	0
1	дмитровский район	A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,неод=(вин,ед|им,ед) 	0
1	гузеева лариса википедия	S,фам,жен,од=им,ед S,имя,жен,од=им,ед S,жен,неод=им,ед 	0
1	бэрэт wwe	S,имя,муж,од=им,ед 	0
1	михаил смирнов знаток	S,имя,муж,од=им,ед S,фам,муж,од=им,ед S,муж,од=им,ед 	0
1	ford thunderbird		0
1	песков дмитрий сергеевич википедия	S,фам,муж,од=им,ед S,имя,муж,од=им,ед S,отч,муж,од=им,ед S,жен,неод=им,ед 	0
1	населен пункти литви	V,пе=прош,ед,прич,кр,муж,сов,страд S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) 	0
1	что такое коран на русском языке	CONJ= APRO=(вин,ед,сред|им,ед,сред) S,муж,неод=(вин,ед|им,ед) PR= A=(пр,ед,полн,муж|пр,ед,полн,сред) S,муж,неод=пр,ед 	0
1	фигурное катание на уои тубе	A=(вин,ед,полн,сред|им,ед,полн,сред) S,сред,неод=(вин,ед|им,ед) PR= S,муж,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,жен,неод=(пр,ед|дат,ед) 	0
1	лидит камень свойства	S,муж,неод=(вин,ед|им,ед) S,муж,неод=(вин,ед|им,ед) S,сред,неод=(вин,мн|род,ед|им,мн) 	0
1	парадоксальная дисфагия при кардиоспазме	A=им,ед,полн,жен S,жен,неод=им,ед PR= S,муж,неод=пр,ед 	0
1	осьминоги википедия	S,муж,од=им,мн S,жен,неод=им,ед 	0
1	комплектации mark 2 с 2004 года	S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) PR= S,муж,неод=(вин,мн|род,ед|им,мн) 	0
1	имаготерапия	S,жен,неод=им,ед 	0
1	virgin steele википедия	S,жен,неод=им,ед 	0
1	министерство по налогам и сборам республики беларусь	S,сред,неод=(вин,ед|им,ед) PR= S,муж,неод=дат,мн CONJ= S,муж,неод=дат,мн S,жен,неод=(вин,мн|род,ед|им,мн) S,гео,жен,неод=(вин,ед|им,ед) 	0
1	милен фармер биография	S,имя,муж,од=им,ед S,муж,неод=(вин,ед|им,ед) S,жен,неод=им,ед 	0
1	эрик андре	S,имя,муж,од=им,ед S,имя,муж,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	алтай	S,гео,муж,неод=(вин,ед|им,ед) 	0
1	yfhenj		0
1	выходная мощность rms	A=им,ед,полн,жен S,жен,неод=(вин,ед|им,ед) 	0
1	вход в киви кошелек вход	S,муж,неод=(вин,ед|им,ед) PR= S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,муж,неод=(вин,ед|им,ед) S,муж,неод=(вин,ед|им,ед) 	0
1	ник нолти	S,имя,муж,од=им,ед S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) 	0
1	kalmykia		0
1	билл клинтон	S,имя,муж,од=им,ед S,фам,муж,од=им,ед 	0
1	люкс чипсы	S,муж,неод=(вин,ед|им,ед) S,мн,неод=(вин|им) 	0
1	дуб черешчатый	S,муж,неод=(вин,ед|им,ед) A=(вин,ед,полн,муж,неод|им,ед,полн,муж) 	0
1	обструктивный бронхит	A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,неод=(вин,ед|им,ед) 	0
1	морфофизиологический прогресс	A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,неод=(вин,ед|им,ед) 	0
1	ютуб	S,муж,неод=(вин,ед|им,ед) 	0
1	что такое лоли	CONJ= APRO=(вин,ед,сред|им,ед,сред) S,мн,неод=(пр|вин|дат|род|твор|им) 	0
1	avatar the last airbender игра	S,жен,неод=им,ед 	0
1	что такое параллель	SPRO,ед,сред,неод=(вин|им) APRO=(вин,ед,сред|им,ед,сред) S,жен,неод=(вин,ед|им,ед) 	0
1	роман рейнс с женой	S,муж,неод=(вин,ед|им,ед) S,фам,муж,од=им,ед PR= S,жен,од=твор,ед 	0
1	1932		0
1	вузы москвы	S,муж,неод=(вин,мн|им,мн) S,гео,жен,неод=(вин,мн|род,ед|им,мн) 	0
1	парашют	S,муж,неод=(вин,ед|им,ед) 	0
1	что такое внутринее згорания двиготяля	SPRO,ед,сред,неод=(вин|им) APRO=(вин,ед,сред|им,ед,сред) S,имя,жен,од=(пр,ед|дат,ед) S,сред,неод=(вин,мн|род,ед|им,мн) S,муж,неод=род,ед 	0
1	аммиак	S,муж,неод=(вин,ед|им,ед) 	0
1	prenses		0
1	куркуль это	S,муж,од=им,ед PART= 	0
1	бьорк фото	S,муж,неод=(вин,ед|им,ед) S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	сву-ас	S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,муж,од=им,ед 	0
1	долар	S,муж,неод=(вин,ед|им,ед) 	0
1	бесславные ублюдки	A=(вин,мн,полн,неод|им,мн,полн) S,муж,од=им,мн 	0
1	роберто дюран	S,имя,муж,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,муж,неод=(вин,ед|им,ед) 	0
1	шекспир гамлет	S,фам,муж,од=им,ед S,имя,муж,од=им,ед 	0
1	кочевник	S,муж,од=им,ед 	0
1	агния кузнецова википедия	S,имя,жен,од=им,ед S,фам,жен,од=им,ед S,жен,неод=им,ед 	0
1	корочаево	S,гео,ед,сред,неод=(пр|вин|дат|род|твор|им) 	0
1	амрапали гупта фото	V,несов,нп=прош,мн,изъяв S,жен,неод=им,ед S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	кириллица википедия	S,жен,неод=им,ед S,жен,неод=им,ед 	0
1	мануэль урибе как выглядит в 2014 году	S,имя,муж,од=им,ед S,имя,муж,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) CONJ= V,несов=непрош,ед,изъяв,3-л,нп PR= S,муж,неод=(дат,ед|местн,ед) 	0
1	талгар	S,гео,муж,неод=(вин,ед|им,ед) 	0
1	константин райкин	S,имя,муж,од=им,ед S,фам,муж,од=им,ед 	0
1	сливы	S,жен,неод=(вин,мн|род,ед|им,мн) 	0
1	udo		0
1	глава днр	S,жен,неод=им,ед 	0
1	коллаборационизм	S,муж,неод=(вин,ед|им,ед) 	0
1	ротшильды	S,фам,муж,од=им,мн 	0
1	фрегат проекта 11356	S,муж,неод=(вин,ед|им,ед) S,муж,неод=род,ед 	0
1	оренбург	S,гео,муж,неод=(вин,ед|им,ед) 	0
1	ксения бородина	S,имя,жен,од=им,ед S,фам,жен,од=им,ед 	0
1	плавающие танки	V,несов,нп=(непрош,им,мн,прич,полн,действ|непрош,вин,мн,прич,полн,действ,неод) S,муж,неод=(вин,мн|им,мн) 	0
1	кэндис аккола беременна	S,имя,жен,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,гео,ед,жен,неод=им A=ед,кр,жен 	0
1	константин райкин	S,имя,муж,од=им,ед S,фам,муж,од=им,ед 	0
1	верхнетагильская грэс	A=им,ед,полн,жен S,сокр,жен,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	джони депп	S,имя,муж,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,гео,муж,неод=(вин,ед|им,ед) 	0
1	петр и февронья легенда	S,имя,муж,од=им,ед CONJ= S,имя,жен,од=им,ед S,жен,неод=им,ед 	0
1	прогормоны	S,муж,неод=(вин,мн|им,мн) 	0
1	катафалк	S,муж,неод=(вин,ед|им,ед) 	0
1	усть-анзас	COM= S,гео,муж,неод=(вин,ед|им,ед) 	0
1	эдуард флеров википедия	S,имя,муж,од=им,ед S,муж,неод=род,мн S,жен,неод=им,ед 	0
1	спартак состав	S,ед,муж,неод=(вин|им) S,муж,неод=(вин,ед|им,ед) 	0
1	музыкальный фонтан кольцовский сквер воронеж	A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,неод=(вин,ед|им,ед) A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,неод=(вин,ед|им,ед) S,гео,муж,неод=(вин,ед|им,ед) 	0
1	модные дома	A=(вин,мн,полн,неод|им,мн,полн) S,муж,неод=(вин,мн|род,ед|им,мн) 	0
1	бриллиантовая лига	A=им,ед,полн,жен S,жен,неод=им,ед 	0
1	андрей бурковский биография	S,имя,муж,од=им,ед S,фам,муж,од=им,ед S,жен,неод=им,ед 	0
1	юрий никулин	S,имя,муж,од=им,ед S,фам,муж,од=им,ед 	0
1	что такое впагапище	SPRO,ед,сред,неод=(вин|им) APRO=(вин,ед,сред|им,ед,сред) S,сред,неод=(пр,ед|вин,ед|им,ед) 	0
1	откуда произошло слово хохол	ADVPRO= V,нп=прош,ед,изъяв,сред,сов S,сред,неод=(вин,ед|им,ед) S,обсц,муж,од=им,ед 	0
1	журнальная плолоса	A=им,ед,полн,жен S,муж,неод=род,ед 	0
1	vk.com		0
1	северный ураал	A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,имя,муж,од=им,ед 	0
1	калинов мост	S,муж,неод=род,мн S,муж,неод=(вин,ед|им,ед) 	0
1	виталий кличко	S,имя,муж,од=им,ед S,фам,мж,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	любовь википедия	S,жен,неод=(вин,ед|им,ед) S,жен,неод=им,ед 	0
1	мониторинг	S,муж,неод=(вин,ед|им,ед) 	0
1	карма что это такое	S,жен,неод=им,ед CONJ= PART= APRO=(вин,ед,сред|им,ед,сред) 	0
1	поль гнедых	S,имя,муж,од=им,ед A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн) 	0
1	высоцкий	S,фам,муж,од=им,ед 	0
1	nfc		0
1	google wallet		0
1	военный институт лебедя	S,муж,од=им,ед S,муж,неод=(вин,ед|им,ед) S,муж,од=(вин,ед|род,ед) 	0
1	битва за кавказ	S,жен,неод=им,ед PR= S,гео,муж,неод=(вин,ед|им,ед) 	0
1	фильмы 1976-79 годов россия	S,муж,неод=(вин,мн|им,мн) S,муж,неод=род,мн S,гео,жен,неод=им,ед 	0
1	александр и екатерина стриженовы	S,имя,муж,од=им,ед CONJ= S,имя,жен,од=им,ед S,фам,муж,од=им,мн 	0
1	златан ибрагимович	S,имя,жен,од=(вин,мн|род,мн) S,отч,муж,од=им,ед 	0
1	национальность кемеровская область	S,жен,неод=(вин,ед|им,ед) A=им,ед,полн,жен S,жен,неод=(вин,ед|им,ед) 	0
1	уссурийский край	A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,неод=(вин,ед|им,ед) 	0
1	ману беннет	S,гео,ед,жен,неод=вин S,имя,муж,од=им,ед 	0
1	офсайд	S,муж,неод=(вин,ед|им,ед) 	0
1	шестой	ANUM=(пр,ед,жен|дат,ед,жен|род,ед,жен|твор,ед,жен|вин,ед,муж,неод|им,ед,муж) 	0
1	карта кубани настоящее время	S,жен,неод=им,ед S,гео,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) A=(вин,ед,полн,сред|им,ед,полн,сред|срав) S,сред,неод=(вин,ед|им,ед) 	0
1	с-300	S,сокр=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	kjza		0
1	юрий романович шухевич	S,имя,муж,од=им,ед S,отч,муж,од=им,ед S,муж,од=им,ед 	0
1	серго орджоникидзе википедия	S,имя,муж,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,муж,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,жен,неод=им,ед 	0
1	уретра	S,жен,неод=им,ед 	0
1	градов	S,муж,неод=род,мн 	0
1	аманда петерсон	S,имя,жен,од=им,ед S,фам,муж,од=им,ед 	0
1	лепка	S,жен,неод=им,ед 	0
1	вагон метро	S,муж,неод=(вин,ед|им,ед) S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	скут нидермаер	S,муж,неод=(вин,ед|им,ед) S,фам,муж,од=им,ед 	0
1	djkmdj s 80		0
1	мотыльки	S,муж,од=им,мн 	0
1	промилле	S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	дедовщина	S,жен,неод=им,ед 	0
1	зеленокумск	S,гео,муж,неод=(вин,ед|им,ед) 	0
1	штроборез	S,муж,неод=(вин,ед|им,ед) 	0
1	причастие	S,сред,неод=(вин,ед|им,ед) 	0
1	медаль за оборону ленинграда	S,жен,неод=(вин,ед|им,ед) PR= S,жен,неод=вин,ед S,гео,муж,неод=род,ед 	0
1	столист depeche mode	A=ед,кр,муж 	0
1	станция метро лесная петербург	S,жен,неод=им,ед S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) A=им,ед,полн,жен S,гео,муж,неод=(вин,ед|им,ед) 	0
1	казаков михаил сергеевич	S,муж,од=(вин,мн|род,мн) S,имя,муж,од=им,ед S,отч,муж,од=им,ед 	0
1	куриная слепота растение	A=им,ед,полн,жен S,ед,жен,неод=им S,сред,неод=(вин,ед|им,ед) 	0
1	дети возрастные категории	S,муж,од=им,мн A=(вин,мн,полн,неод|им,мн,полн) S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) 	0
1	упражнения кегеля	S,сред,неод=(вин,мн|род,ед|им,мн) S,фам,муж,од=(вин,ед|род,ед) 	0
1	мстители эра альтрона	S,муж,од=им,мн S,жен,неод=им,ед S,муж,неод=род,ед 	0
1	барды авторская песня	S,муж,од=им,мн A=им,ед,полн,жен S,жен,неод=им,ед 	0
1	b-52 самолет	S,муж,неод=(вин,ед|им,ед) 	0
1	лукум	S,муж,неод=(вин,ед|им,ед) 	0
1	ассасин крид 4 черный флаг	S,фам,муж,од=им,ед S,мн,неод=род A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,неод=(вин,ед|им,ед) 	0
1	езиды кто они	S,имя,жен,од=(род,ед|им,мн) SPRO,ед,муж,од=им SPRO,мн=им 	0
1	дезинфекция это	S,жен,неод=им,ед PART= 	0
1	состояние перфект	S,сред,неод=(вин,ед|им,ед) S,муж,неод=(вин,ед|им,ед) 	0
1	pyfvtybnjcnb gj jhjytys yf lfybkjdcrjv rkfl bot		0
1	луис энрике	S,имя,муж,од=им,ед S,имя,муж,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	аликовская районная больница	A=им,ед,полн,жен A=им,ед,полн,жен S,жен,неод=им,ед 	0
1	нашатырный спирт	A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,неод=(вин,ед|им,ед) 	0
1	армен ерицян википедия	S,имя,муж,од=им,ед S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,жен,неод=им,ед 	0
1	город молога	S,муж,неод=(вин,ед|им,ед) S,гео,жен,неод=им,ед 	0
1	орел и решка	S,муж,од=им,ед CONJ= S,жен,неод=им,ед 	0
1	эдуард флеров википедия	S,имя,муж,од=им,ед S,муж,неод=род,мн S,жен,неод=им,ед 	0
1	кристина си википедия	S,имя,жен,од=им,ед S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,жен,неод=им,ед 	0
1	актеры сериала во имя любвиъ	S,муж,од=им,мн S,муж,неод=род,ед PR= S,сред,неод=(вин,ед|им,ед) 	0
1	дарвин	S,фам,муж,од=им,ед 	0
1	майнкрафт	S,муж,неод=(вин,ед|им,ед) 	0
1	остров корфу	S,муж,неод=(вин,ед|им,ед) S,гео,ед,муж,неод=(пр|вин|дат|род|твор|им) 	0
1	узо	S,фам,мж,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	xnj такое петтинг	APRO=(вин,ед,сред|им,ед,сред) S,муж,неод=(вин,ед|им,ед) 	0
1	вольт	S,муж,неод=(вин,ед|род,мн|им,ед) 	0
1	ходячие мертвецы	A=(вин,мн,полн,неод|им,мн,полн) S,муж,од=им,мн 	0
1	человек скалопендра	S,муж,од=(вин,мн|род,мн|им,ед) S,жен,од=им,ед 	0
1	клиффорд дюпонт	S,имя,муж,од=им,ед S,муж,неод=(вин,ед|им,ед) 	0
1	8 июля в православии	S,муж,неод=род,ед PR= S,сред,неод=пр,ед 	0
1	бобкэт голдтуэйт	S,гео,муж,неод=(вин,ед|им,ед) S,имя,муж,од=им,ед 	0
1	песни валентины сергеевой	S,жен,неод=(вин,мн|род,ед|им,мн) S,имя,жен,од=(род,ед|им,мн) S,фам,жен,од=(пр,ед|дат,ед|род,ед|твор,ед) 	0
1	лигнин	S,муж,неод=(вин,ед|им,ед) 	0
1	волгоград	S,гео,муж,неод=(вин,ед|им,ед) 	0
1	соломин юрий	S,фам,муж,од=им,ед S,имя,муж,од=им,ед 	0
1	город белово	S,муж,неод=(вин,ед|им,ед) S,гео,ед,сред,неод=(пр|вин|дат|род|твор|им) 	0
1	оперативный	A=(вин,ед,полн,муж,неод|им,ед,полн,муж) 	0
1	хвалынск	S,гео,муж,неод=(вин,ед|им,ед) 	0
1	no doubt		0
1	груз 200	S,муж,неод=(вин,ед|им,ед) 	0
1	настасья самбурская	S,имя,жен,од=им,ед A=им,ед,полн,жен 	0
1	bagrat asatryan		0
1	большой всероссийский приз	A=(вин,ед,полн,муж,неод|им,ед,полн,муж|пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен) A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,неод=(вин,ед|им,ед) 	0
1	фото crissy moran крисси моран	S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,имя,жен,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,имя,жен,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	ютуб	S,муж,неод=(вин,ед|им,ед) 	0
1	гинезис	S,муж,неод=(вин,ед|им,ед) 	0
1	опасно для жизни фильм	ADV= PR= S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) S,муж,неод=(вин,ед|им,ед) 	0
1	футбольный клуб горняк	A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,неод=(вин,ед|им,ед) S,муж,од=им,ед 	0
1	белоруссия	S,гео,жен,неод=им,ед 	0
1	мег райан	S,жен,неод=род,мн S,имя,муж,од=им,ед 	0
1	значок 25 съезд кпсс	S,муж,неод=(вин,ед|им,ед) S,муж,неод=(вин,ед|им,ед) S,сокр,жен,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	описание моста через керченский	S,сред,неод=(вин,ед|им,ед) S,муж,неод=род,ед PR= A=(вин,ед,полн,муж,неод|им,ед,полн,муж) 	0
1	толерантность	S,жен,неод=(вин,ед|им,ед) 	0
1	навка	S,жен,неод=им,ед 	0
1	ангионевротический отек	A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,неод=(вин,ед|им,ед) 	0
1	кикбоксинг	S,муж,неод=(вин,ед|им,ед) 	0
1	экспотенциально	ADV= 	0
1	5sta family состав	S,муж,неод=(вин,ед|им,ед) 	0
1	gjhzljr pf bufybz fpkr 4121		0
1	пусть умрут среди видео бас	PART= V,нп=непрош,мн,изъяв,3-л,сов PR= S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,муж,неод=(вин,ед|им,ед) 	0
1	эндометриоз	S,муж,неод=(вин,ед|им,ед) 	0
1	х м чна реакц я	S,сокр=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,сокр=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,гео,ед,неод=(им,муж|вин,сред|им,сред|род,муж|род,сред|пр,жен|дат,жен|род,жен|твор,жен|пр,муж|пр,сред|дат,муж|дат,сред|твор,муж|твор,сред|вин,жен|им,жен|вин,муж) S,имя,муж,од=(вин,мн|род,мн) SPRO,ед,1-л=им 	0
1	тироксин	S,муж,неод=(вин,ед|им,ед) 	0
1	страны юго-восточной азии список	S,жен,неод=(вин,мн|род,ед|им,мн) A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен) S,гео,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) S,муж,неод=(вин,ед|им,ед) 	0
1	все чемпионы мира по спидвею	APRO=(им,мн|вин,ед,сред|им,ед,сред|вин,мн,неод) S,муж,од=им,мн S,муж,неод=род,ед PR= S,муж,неод=дат,ед 	0
1	суксун	S,муж,неод=(вин,ед|им,ед) 	0
1	strict transport security		0
1	страны брикс	S,жен,неод=(вин,мн|род,ед|им,мн) S,муж,неод=(вин,ед|им,ед) 	0
1	1488		0
1	метизы это что википедия	S,муж,неод=(вин,мн|им,мн) PART= CONJ= S,жен,неод=им,ед 	0
1	вагон метро	S,муж,неод=(вин,ед|им,ед) S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	все эволюции raticate в пикскльмон	APRO=(им,мн|вин,ед,сред|им,ед,сред|вин,мн,неод) S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) PR= S,муж,неод=(вин,ед|им,ед) 	0
1	американская история ужасов	A=им,ед,полн,жен S,жен,неод=им,ед S,муж,неод=род,мн 	0
1	tkjdj		0
1	муром город	S,гео,муж,неод=(вин,ед|им,ед) S,муж,неод=(вин,ед|им,ед) 	0
1	феодосия	S,имя,муж,од=(вин,ед|род,ед) 	0
1	поле чудес 31.12.1999	S,сред,неод=(пр,ед|вин,ед|им,ед) S,сред,неод=род,мн 	0
1	питер динклэйдж	S,муж,неод=(вин,ед|им,ед) S,имя,муж,од=им,ед 	0
